Date,Adj Close 1066.KL,Close 1066.KL,High 1066.KL,Low 1066.KL,Open 1066.KL,Volume 1066.KL,date,close
2023-11-16,4.728356838226318,5.630000114440918,5.639999866485596,5.619999885559082,5.630000114440918,1447900,2023-11-16,4.728356838226318
2023-11-17,4.728356838226318,5.630000114440918,5.650000095367432,5.610000133514404,5.630000114440918,1832900,2023-11-17,4.728356838226318
2023-11-20,4.728356838226318,5.630000114440918,5.639999866485596,5.599999904632568,5.639999866485596,1433700,2023-11-20,4.728356838226318
2023-11-21,4.728356838226318,5.630000114440918,5.650000095367432,5.619999885559082,5.630000114440918,1848000,2023-11-21,4.728356838226318
2023-11-22,4.703161716461182,5.599999904632568,5.630000114440918,5.599999904632568,5.630000114440918,1582300,2023-11-22,4.703161716461182
2023-11-23,4.703161716461182,5.599999904632568,5.619999885559082,5.590000152587891,5.610000133514404,2578500,2023-11-23,4.703161716461182
2023-11-24,4.703161716461182,5.599999904632568,5.610000133514404,5.590000152587891,5.599999904632568,1964900,2023-11-24,4.703161716461182
2023-11-27,4.677966594696045,5.570000171661377,5.630000114440918,5.559999942779541,5.619999885559082,1722000,2023-11-27,4.677966594696045
2023-11-28,4.627574920654297,5.510000228881836,5.579999923706055,5.480000019073486,5.570000171661377,9861700,2023-11-28,4.627574920654297
2023-11-29,4.610777854919434,5.489999771118164,5.53000020980835,5.460000038146973,5.510000228881836,5578200,2023-11-29,4.610777854919434
2023-11-30,4.577183723449707,5.449999809265137,5.489999771118164,5.449999809265137,5.489999771118164,11024700,2023-11-30,4.577183723449707
2023-12-01,4.593980312347412,5.46999979019165,5.480000019073486,5.440000057220459,5.449999809265137,6676900,2023-12-01,4.593980312347412
2023-12-04,4.577183723449707,5.449999809265137,5.489999771118164,5.420000076293945,5.480000019073486,9885900,2023-12-04,4.577183723449707
2023-12-05,4.60237979888916,5.480000019073486,5.480000019073486,5.449999809265137,5.449999809265137,4922700,2023-12-05,4.60237979888916
2023-12-06,4.593980312347412,5.46999979019165,5.489999771118164,5.449999809265137,5.489999771118164,2541100,2023-12-06,4.593980312347412
2023-12-07,4.610777854919434,5.489999771118164,5.5,5.460000038146973,5.46999979019165,3726200,2023-12-07,4.610777854919434
2023-12-08,4.619176864624023,5.5,5.519999980926514,5.489999771118164,5.5,2849100,2023-12-08,4.619176864624023
2023-12-11,4.627574920654297,5.510000228881836,5.53000020980835,5.489999771118164,5.53000020980835,4180100,2023-12-11,4.627574920654297
2023-12-12,4.619176864624023,5.5,5.519999980926514,5.480000019073486,5.510000228881836,5309800,2023-12-12,4.619176864624023
2023-12-13,4.610777854919434,5.489999771118164,5.510000228881836,5.480000019073486,5.5,5145300,2023-12-13,4.610777854919434
2023-12-14,4.619176864624023,5.5,5.510000228881836,5.480000019073486,5.5,7437900,2023-12-14,4.619176864624023
2023-12-15,4.64437198638916,5.53000020980835,5.539999961853027,5.5,5.5,7672200,2023-12-15,4.64437198638916
2023-12-18,4.661169528961182,5.550000190734863,5.559999942779541,5.519999980926514,5.519999980926514,7916700,2023-12-18,4.661169528961182
2023-12-19,4.64437198638916,5.53000020980835,5.559999942779541,5.519999980926514,5.559999942779541,2790300,2023-12-19,4.64437198638916
2023-12-20,4.619176864624023,5.5,5.559999942779541,5.489999771118164,5.539999961853027,14413800,2023-12-20,4.619176864624023
2023-12-21,4.577183723449707,5.449999809265137,5.5,5.429999828338623,5.5,6163300,2023-12-21,4.577183723449707
2023-12-22,4.55198860168457,5.420000076293945,5.46999979019165,5.389999866485596,5.46999979019165,12426400,2023-12-22,4.55198860168457
2023-12-26,4.535191535949707,5.400000095367432,5.429999828338623,5.389999866485596,5.420000076293945,21217800,2023-12-26,4.535191535949707
2023-12-27,4.526793003082275,5.389999866485596,5.420000076293945,5.380000114440918,5.420000076293945,12601400,2023-12-27,4.526793003082275
2023-12-28,4.585582733154297,5.460000038146973,5.460000038146973,5.389999866485596,5.400000095367432,6645100,2023-12-28,4.585582733154297
2023-12-29,4.577183723449707,5.449999809265137,5.510000228881836,5.429999828338623,5.46999979019165,17896800,2023-12-29,4.577183723449707
2024-01-02,4.577183723449707,5.449999809265137,5.460000038146973,5.420000076293945,5.449999809265137,1540800,2024-01-02,4.577183723449707
2024-01-03,4.543590068817139,5.409999847412109,5.460000038146973,5.400000095367432,5.460000038146973,11529700,2024-01-03,4.543590068817139
2024-01-04,4.585582733154297,5.460000038146973,5.46999979019165,5.409999847412109,5.420000076293945,6543300,2024-01-04,4.585582733154297
2024-01-05,4.619176864624023,5.5,5.5,5.460000038146973,5.460000038146973,5954500,2024-01-05,4.619176864624023
2024-01-08,4.627574920654297,5.510000228881836,5.519999980926514,5.5,5.5,4596200,2024-01-08,4.627574920654297
2024-01-09,4.661169528961182,5.550000190734863,5.570000171661377,5.519999980926514,5.519999980926514,7901400,2024-01-09,4.661169528961182
2024-01-10,4.635973930358887,5.519999980926514,5.550000190734863,5.5,5.550000190734863,4057100,2024-01-10,4.635973930358887
2024-01-11,4.610777854919434,5.489999771118164,5.539999961853027,5.480000019073486,5.510000228881836,4540500,2024-01-11,4.610777854919434
2024-01-12,4.627574920654297,5.510000228881836,5.510000228881836,5.489999771118164,5.489999771118164,2394300,2024-01-12,4.627574920654297
2024-01-15,4.677966594696045,5.570000171661377,5.570000171661377,5.489999771118164,5.519999980926514,2050300,2024-01-15,4.677966594696045
2024-01-16,4.661169528961182,5.550000190734863,5.579999923706055,5.53000020980835,5.570000171661377,4136100,2024-01-16,4.661169528961182
2024-01-17,4.661169528961182,5.550000190734863,5.550000190734863,5.510000228881836,5.550000190734863,2671800,2024-01-17,4.661169528961182
2024-01-18,4.652770519256592,5.539999961853027,5.550000190734863,5.519999980926514,5.550000190734863,2260700,2024-01-18,4.652770519256592
2024-01-19,4.64437198638916,5.53000020980835,5.539999961853027,5.5,5.539999961853027,4521400,2024-01-19,4.64437198638916
2024-01-22,4.677966594696045,5.570000171661377,5.610000133514404,5.489999771118164,5.539999961853027,9944400,2024-01-22,4.677966594696045
2024-01-23,4.703161716461182,5.599999904632568,5.610000133514404,5.559999942779541,5.570000171661377,6214900,2024-01-23,4.703161716461182
2024-01-24,4.711559772491455,5.610000133514404,5.619999885559082,5.599999904632568,5.610000133514404,2979600,2024-01-24,4.711559772491455
2024-01-26,4.711559772491455,5.610000133514404,5.650000095367432,5.590000152587891,5.610000133514404,2579900,2024-01-26,4.711559772491455
2024-01-29,4.74515438079834,5.650000095367432,5.659999847412109,5.599999904632568,5.599999904632568,3391200,2024-01-29,4.74515438079834
2024-01-30,4.73675537109375,5.639999866485596,5.659999847412109,5.630000114440918,5.659999847412109,4035400,2024-01-30,4.73675537109375
2024-01-31,4.703161716461182,5.599999904632568,5.639999866485596,5.579999923706055,5.639999866485596,4544200,2024-01-31,4.703161716461182
2024-02-02,4.719958782196045,5.619999885559082,5.650000095367432,5.570000171661377,5.570000171661377,2783400,2024-02-02,4.719958782196045
2024-02-05,4.728356838226318,5.630000114440918,5.639999866485596,5.610000133514404,5.619999885559082,2627400,2024-02-05,4.728356838226318
2024-02-06,4.711559772491455,5.610000133514404,5.639999866485596,5.599999904632568,5.639999866485596,1699200,2024-02-06,4.711559772491455
2024-02-07,4.703161716461182,5.599999904632568,5.619999885559082,5.590000152587891,5.599999904632568,2746500,2024-02-07,4.703161716461182
2024-02-08,4.686364650726318,5.579999923706055,5.630000114440918,5.570000171661377,5.610000133514404,1807400,2024-02-08,4.686364650726318
2024-02-09,4.686364650726318,5.579999923706055,5.610000133514404,5.579999923706055,5.579999923706055,627000,2024-02-09,4.686364650726318
2024-02-13,4.728356838226318,5.630000114440918,5.639999866485596,5.590000152587891,5.590000152587891,3685600,2024-02-13,4.728356838226318
2024-02-14,4.73675537109375,5.639999866485596,5.650000095367432,5.619999885559082,5.619999885559082,4884200,2024-02-14,4.73675537109375
2024-02-15,4.711559772491455,5.610000133514404,5.650000095367432,5.610000133514404,5.650000095367432,4712200,2024-02-15,4.711559772491455
2024-02-16,4.719958782196045,5.619999885559082,5.639999866485596,5.610000133514404,5.610000133514404,4627500,2024-02-16,4.719958782196045
2024-02-19,4.728356838226318,5.630000114440918,5.650000095367432,5.619999885559082,5.630000114440918,4749800,2024-02-19,4.728356838226318
2024-02-20,4.753552436828613,5.659999847412109,5.659999847412109,5.630000114440918,5.630000114440918,7382500,2024-02-20,4.753552436828613
2024-02-21,4.753552436828613,5.659999847412109,5.659999847412109,5.630000114440918,5.639999866485596,5713400,2024-02-21,4.753552436828613
2024-02-22,4.74515438079834,5.650000095367432,5.659999847412109,5.639999866485596,5.659999847412109,1671200,2024-02-22,4.74515438079834
2024-02-23,4.753552436828613,5.659999847412109,5.670000076293945,5.639999866485596,5.659999847412109,3527000,2024-02-23,4.753552436828613
2024-02-26,4.74515438079834,5.650000095367432,5.670000076293945,5.630000114440918,5.659999847412109,5457500,2024-02-26,4.74515438079834
2024-02-27,4.770349502563477,5.679999828338623,5.699999809265137,5.639999866485596,5.650000095367432,5461800,2024-02-27,4.770349502563477
2024-02-28,4.703161716461182,5.599999904632568,5.690000057220459,5.590000152587891,5.690000057220459,12753100,2024-02-28,4.703161716461182
2024-02-29,4.703161716461182,5.599999904632568,5.639999866485596,5.599999904632568,5.610000133514404,8896800,2024-02-29,4.703161716461182
2024-03-01,4.711559772491455,5.610000133514404,5.639999866485596,5.599999904632568,5.599999904632568,3472100,2024-03-01,4.711559772491455
2024-03-04,4.719958782196045,5.619999885559082,5.650000095367432,5.599999904632568,5.619999885559082,5516800,2024-03-04,4.719958782196045
2024-03-05,4.703161716461182,5.599999904632568,5.639999866485596,5.579999923706055,5.639999866485596,6684200,2024-03-05,4.703161716461182
2024-03-06,4.711559772491455,5.610000133514404,5.619999885559082,5.579999923706055,5.610000133514404,5472500,2024-03-06,4.711559772491455
2024-03-07,4.728356838226318,5.630000114440918,5.630000114440918,5.590000152587891,5.630000114440918,6831100,2024-03-07,4.728356838226318
2024-03-08,4.73675537109375,5.639999866485596,5.650000095367432,5.619999885559082,5.630000114440918,4494900,2024-03-08,4.73675537109375
2024-03-11,4.74515438079834,5.650000095367432,5.679999828338623,5.639999866485596,5.639999866485596,4233700,2024-03-11,4.74515438079834
2024-03-12,4.753552436828613,5.659999847412109,5.670000076293945,5.630000114440918,5.650000095367432,5754500,2024-03-12,4.753552436828613
2024-03-13,4.728356838226318,5.630000114440918,5.670000076293945,5.619999885559082,5.650000095367432,10160100,2024-03-13,4.728356838226318
2024-03-14,4.719958782196045,5.619999885559082,5.619999885559082,5.599999904632568,5.619999885559082,11043900,2024-03-14,4.719958782196045
2024-03-15,4.719958782196045,5.619999885559082,5.650000095367432,5.610000133514404,5.610000133514404,17888800,2024-03-15,4.719958782196045
2024-03-18,4.761951446533203,5.670000076293945,5.679999828338623,5.630000114440918,5.630000114440918,20342200,2024-03-18,4.761951446533203
2024-03-19,4.761951446533203,5.670000076293945,5.679999828338623,5.630000114440918,5.670000076293945,15333900,2024-03-19,4.761951446533203
2024-03-20,4.73675537109375,5.639999866485596,5.699999809265137,5.639999866485596,5.670000076293945,7618100,2024-03-20,4.73675537109375
2024-03-21,4.753552436828613,5.659999847412109,5.670000076293945,5.639999866485596,5.639999866485596,3470500,2024-03-21,4.753552436828613
2024-03-22,4.73675537109375,5.639999866485596,5.679999828338623,5.639999866485596,5.670000076293945,4333300,2024-03-22,4.73675537109375
2024-03-25,4.719958782196045,5.619999885559082,5.630000114440918,5.610000133514404,5.630000114440918,2520800,2024-03-25,4.719958782196045
2024-03-26,4.73675537109375,5.639999866485596,5.650000095367432,5.610000133514404,5.639999866485596,10607200,2024-03-26,4.73675537109375
2024-03-27,4.73675537109375,5.639999866485596,5.659999847412109,5.619999885559082,5.650000095367432,10430700,2024-03-27,4.73675537109375
2024-03-29,4.761951446533203,5.670000076293945,5.679999828338623,5.650000095367432,5.659999847412109,4051900,2024-03-29,4.761951446533203
2024-04-01,4.78714656829834,5.699999809265137,5.710000038146973,5.679999828338623,5.690000057220459,4072300,2024-04-01,4.78714656829834
2024-04-02,4.812342166900635,5.730000019073486,5.730000019073486,5.699999809265137,5.699999809265137,12499000,2024-04-02,4.812342166900635
2024-04-03,4.753552436828613,5.659999847412109,5.739999771118164,5.659999847412109,5.739999771118164,13296800,2024-04-03,4.753552436828613
2024-04-04,4.778748035430908,5.690000057220459,5.710000038146973,5.670000076293945,5.670000076293945,9745200,2024-04-04,4.778748035430908
2024-04-05,4.812342166900635,5.730000019073486,5.739999771118164,5.690000057220459,5.690000057220459,6283900,2024-04-05,4.812342166900635
2024-04-08,4.812342166900635,5.730000019073486,5.760000228881836,5.730000019073486,5.75,6918100,2024-04-08,4.812342166900635
2024-04-09,4.820740222930908,5.739999771118164,5.769999980926514,5.730000019073486,5.75,4400600,2024-04-09,4.820740222930908
2024-04-12,4.8459367752075195,5.769999980926514,5.78000020980835,5.75,5.75,10963500,2024-04-12,4.8459367752075195
2024-04-15,4.820740222930908,5.739999771118164,5.78000020980835,5.730000019073486,5.760000228881836,8664100,2024-04-15,4.820740222930908
2024-04-16,4.78714656829834,5.699999809265137,5.760000228881836,5.679999828338623,5.739999771118164,8915600,2024-04-16,4.78714656829834
2024-04-17,4.803943634033203,5.71999979019165,5.730000019073486,5.690000057220459,5.699999809265137,4992400,2024-04-17,4.803943634033203
2024-04-18,4.8127264976501465,5.480000019073486,5.510000228881836,5.46999979019165,5.489999771118164,8250300,2024-04-18,4.8127264976501465
2024-04-19,4.8127264976501465,5.480000019073486,5.510000228881836,5.460000038146973,5.489999771118164,10940300,2024-04-19,4.8127264976501465
2024-04-22,4.847856044769287,5.519999980926514,5.539999961853027,5.46999979019165,5.489999771118164,4384400,2024-04-22,4.847856044769287
2024-04-23,4.856637477874756,5.53000020980835,5.570000171661377,5.53000020980835,5.53000020980835,7021900,2024-04-23,4.856637477874756
2024-04-24,4.847856044769287,5.519999980926514,5.559999942779541,5.5,5.550000190734863,10782200,2024-04-24,4.847856044769287
2024-04-25,4.839073181152344,5.510000228881836,5.53000020980835,5.510000228881836,5.519999980926514,4167800,2024-04-25,4.839073181152344
2024-04-26,4.830290794372559,5.5,5.53000020980835,5.480000019073486,5.510000228881836,3314200,2024-04-26,4.830290794372559
2024-04-29,4.803943157196045,5.46999979019165,5.510000228881836,5.460000038146973,5.510000228881836,7443300,2024-04-29,4.803943157196045
2024-04-30,4.830290794372559,5.5,5.510000228881836,5.480000019073486,5.480000019073486,9594800,2024-04-30,4.830290794372559
2024-05-02,4.803943157196045,5.46999979019165,5.519999980926514,5.46999979019165,5.5,4953800,2024-05-02,4.803943157196045
2024-05-03,4.777596473693848,5.440000057220459,5.489999771118164,5.440000057220459,5.480000019073486,8194900,2024-05-03,4.777596473693848
2024-05-06,4.8127264976501465,5.480000019073486,5.480000019073486,5.449999809265137,5.449999809265137,2485300,2024-05-06,4.8127264976501465
2024-05-07,4.830290794372559,5.5,5.519999980926514,5.46999979019165,5.480000019073486,7961500,2024-05-07,4.830290794372559
2024-05-08,4.8127264976501465,5.480000019073486,5.519999980926514,5.46999979019165,5.519999980926514,3394100,2024-05-08,4.8127264976501465
2024-05-09,4.821507930755615,5.489999771118164,5.5,5.480000019073486,5.480000019073486,3772200,2024-05-09,4.821507930755615
2024-05-10,4.830290794372559,5.5,5.510000228881836,5.489999771118164,5.489999771118164,6711200,2024-05-10,4.830290794372559
2024-05-13,4.839073181152344,5.510000228881836,5.519999980926514,5.5,5.5,3475600,2024-05-13,4.839073181152344
2024-05-14,4.830290794372559,5.5,5.519999980926514,5.480000019073486,5.510000228881836,6207600,2024-05-14,4.830290794372559
2024-05-15,4.8127264976501465,5.480000019073486,5.510000228881836,5.46999979019165,5.5,5206200,2024-05-15,4.8127264976501465
2024-05-16,4.821507930755615,5.489999771118164,5.5,5.46999979019165,5.489999771118164,6618800,2024-05-16,4.821507930755615
2024-05-17,4.830290794372559,5.5,5.519999980926514,5.489999771118164,5.5,5096600,2024-05-17,4.830290794372559
2024-05-20,4.856637477874756,5.53000020980835,5.539999961853027,5.480000019073486,5.5,11459700,2024-05-20,4.856637477874756
2024-05-21,4.821507930755615,5.489999771118164,5.539999961853027,5.489999771118164,5.53000020980835,7648400,2024-05-21,4.821507930755615
2024-05-23,4.847856044769287,5.519999980926514,5.539999961853027,5.5,5.5,6639500,2024-05-23,4.847856044769287
2024-05-24,4.830290794372559,5.5,5.53000020980835,5.489999771118164,5.519999980926514,7457300,2024-05-24,4.830290794372559
2024-05-27,4.839073181152344,5.510000228881836,5.519999980926514,5.5,5.5,4778500,2024-05-27,4.839073181152344
2024-05-28,4.830290794372559,5.5,5.519999980926514,5.489999771118164,5.510000228881836,3760700,2024-05-28,4.830290794372559
2024-05-29,4.8127264976501465,5.480000019073486,5.519999980926514,5.480000019073486,5.519999980926514,6156200,2024-05-29,4.8127264976501465
2024-05-30,4.8127264976501465,5.480000019073486,5.510000228881836,5.480000019073486,5.489999771118164,6683200,2024-05-30,4.8127264976501465
2024-05-31,4.821507930755615,5.489999771118164,5.510000228881836,5.46999979019165,5.489999771118164,13689700,2024-05-31,4.821507930755615
2024-06-04,4.839073181152344,5.510000228881836,5.519999980926514,5.489999771118164,5.489999771118164,5458900,2024-06-04,4.839073181152344
2024-06-05,4.821507930755615,5.489999771118164,5.519999980926514,5.489999771118164,5.510000228881836,4159200,2024-06-05,4.821507930755615
2024-06-06,4.830290794372559,5.5,5.510000228881836,5.489999771118164,5.489999771118164,3809200,2024-06-06,4.830290794372559
2024-06-07,4.856637477874756,5.53000020980835,5.53000020980835,5.5,5.5,4492300,2024-06-07,4.856637477874756
2024-06-10,4.856637477874756,5.53000020980835,5.539999961853027,5.510000228881836,5.53000020980835,4807000,2024-06-10,4.856637477874756
2024-06-11,4.856637477874756,5.53000020980835,5.539999961853027,5.519999980926514,5.53000020980835,4887500,2024-06-11,4.856637477874756
2024-06-12,4.821507930755615,5.489999771118164,5.539999961853027,5.489999771118164,5.539999961853027,6138300,2024-06-12,4.821507930755615
2024-06-13,4.856637477874756,5.53000020980835,5.53000020980835,5.489999771118164,5.5,3487100,2024-06-13,4.856637477874756
2024-06-14,4.856637477874756,5.53000020980835,5.53000020980835,5.510000228881836,5.53000020980835,3910700,2024-06-14,4.856637477874756
2024-06-18,4.856637477874756,5.53000020980835,5.559999942779541,5.53000020980835,5.539999961853027,5868200,2024-06-18,4.856637477874756
2024-06-19,4.830290794372559,5.5,5.539999961853027,5.5,5.53000020980835,5842600,2024-06-19,4.830290794372559
2024-06-20,4.847856044769287,5.519999980926514,5.53000020980835,5.489999771118164,5.510000228881836,5099600,2024-06-20,4.847856044769287
2024-06-21,4.847856044769287,5.519999980926514,5.53000020980835,5.5,5.519999980926514,16261700,2024-06-21,4.847856044769287
2024-06-24,4.847856044769287,5.519999980926514,5.53000020980835,5.5,5.519999980926514,3908200,2024-06-24,4.847856044769287
2024-06-25,4.821507930755615,5.489999771118164,5.53000020980835,5.480000019073486,5.53000020980835,9682800,2024-06-25,4.821507930755615
2024-06-26,4.821507930755615,5.489999771118164,5.510000228881836,5.480000019073486,5.5,7203600,2024-06-26,4.821507930755615
2024-06-27,4.830290794372559,5.5,5.519999980926514,5.480000019073486,5.5,3534100,2024-06-27,4.830290794372559
2024-06-28,4.839073181152344,5.510000228881836,5.519999980926514,5.489999771118164,5.510000228881836,7553900,2024-06-28,4.839073181152344
2024-07-01,4.830290794372559,5.5,5.53000020980835,5.5,5.510000228881836,7738500,2024-07-01,4.830290794372559
2024-07-02,4.839073181152344,5.510000228881836,5.519999980926514,5.5,5.510000228881836,9559800,2024-07-02,4.839073181152344
2024-07-03,4.847856044769287,5.519999980926514,5.53000020980835,5.510000228881836,5.510000228881836,7423500,2024-07-03,4.847856044769287
2024-07-04,4.847856044769287,5.519999980926514,5.539999961853027,5.510000228881836,5.53000020980835,6591400,2024-07-04,4.847856044769287
2024-07-05,4.839073181152344,5.510000228881836,5.53000020980835,5.489999771118164,5.519999980926514,9670100,2024-07-05,4.839073181152344
2024-07-09,4.865419864654541,5.539999961853027,5.539999961853027,5.510000228881836,5.519999980926514,8662600,2024-07-09,4.865419864654541
2024-07-10,4.856637477874756,5.53000020980835,5.539999961853027,5.510000228881836,5.539999961853027,9479700,2024-07-10,4.856637477874756
2024-07-11,4.891767501831055,5.570000171661377,5.630000114440918,5.53000020980835,5.53000020980835,9454300,2024-07-11,4.891767501831055
2024-07-12,4.918114185333252,5.599999904632568,5.610000133514404,5.570000171661377,5.570000171661377,11578400,2024-07-12,4.918114185333252
2024-07-15,4.997155666351318,5.690000057220459,5.699999809265137,5.599999904632568,5.599999904632568,11218300,2024-07-15,4.997155666351318
2024-07-16,4.970808506011963,5.659999847412109,5.710000038146973,5.639999866485596,5.690000057220459,5186400,2024-07-16,4.970808506011963
2024-07-17,4.988372802734375,5.679999828338623,5.699999809265137,5.650000095367432,5.679999828338623,4561600,2024-07-17,4.988372802734375
2024-07-18,5.005937576293945,5.699999809265137,5.699999809265137,5.659999847412109,5.679999828338623,3625600,2024-07-18,5.005937576293945
2024-07-19,5.005937576293945,5.699999809265137,5.710000038146973,5.670000076293945,5.699999809265137,3846700,2024-07-19,5.005937576293945
2024-07-22,4.997155666351318,5.690000057220459,5.710000038146973,5.659999847412109,5.699999809265137,2322900,2024-07-22,4.997155666351318
2024-07-23,4.997155666351318,5.690000057220459,5.699999809265137,5.679999828338623,5.690000057220459,5797500,2024-07-23,4.997155666351318
2024-07-24,4.988372802734375,5.679999828338623,5.699999809265137,5.679999828338623,5.690000057220459,7418800,2024-07-24,4.988372802734375
2024-07-25,5.005937576293945,5.699999809265137,5.699999809265137,5.670000076293945,5.670000076293945,3063800,2024-07-25,5.005937576293945
2024-07-26,4.997155666351318,5.690000057220459,5.710000038146973,5.679999828338623,5.699999809265137,4312700,2024-07-26,4.997155666351318
2024-07-29,5.005937576293945,5.699999809265137,5.710000038146973,5.679999828338623,5.699999809265137,4631200,2024-07-29,5.005937576293945
2024-07-30,4.970808506011963,5.659999847412109,5.730000019073486,5.659999847412109,5.710000038146973,6485900,2024-07-30,4.970808506011963
2024-07-31,5.014720439910889,5.710000038146973,5.739999771118164,5.670000076293945,5.679999828338623,6203900,2024-07-31,5.014720439910889
2024-08-01,5.023501873016357,5.71999979019165,5.730000019073486,5.710000038146973,5.71999979019165,8507100,2024-08-01,5.023501873016357
2024-08-02,5.014720439910889,5.710000038146973,5.730000019073486,5.710000038146973,5.71999979019165,6176500,2024-08-02,5.014720439910889
2024-08-05,4.935678482055664,5.619999885559082,5.690000057220459,5.590000152587891,5.690000057220459,29856500,2024-08-05,4.935678482055664
2024-08-06,4.935678482055664,5.619999885559082,5.630000114440918,5.570000171661377,5.590000152587891,12365600,2024-08-06,4.935678482055664
2024-08-07,5.005937576293945,5.699999809265137,5.699999809265137,5.619999885559082,5.619999885559082,2435500,2024-08-07,5.005937576293945
2024-08-08,4.988372802734375,5.679999828338623,5.699999809265137,5.670000076293945,5.690000057220459,6697200,2024-08-08,4.988372802734375
2024-08-09,4.962026119232178,5.650000095367432,5.710000038146973,5.639999866485596,5.690000057220459,6175300,2024-08-09,4.962026119232178
2024-08-12,4.962026119232178,5.650000095367432,5.699999809265137,5.639999866485596,5.650000095367432,5278000,2024-08-12,4.962026119232178
2024-08-13,4.988372802734375,5.679999828338623,5.690000057220459,5.659999847412109,5.659999847412109,3466200,2024-08-13,4.988372802734375
2024-08-14,4.997155666351318,5.690000057220459,5.699999809265137,5.670000076293945,5.690000057220459,6228600,2024-08-14,4.997155666351318
2024-08-15,5.005937576293945,5.699999809265137,5.71999979019165,5.690000057220459,5.699999809265137,13726500,2024-08-15,5.005937576293945
2024-08-16,5.041066646575928,5.739999771118164,5.75,5.699999809265137,5.699999809265137,6705400,2024-08-16,5.041066646575928
2024-08-19,5.199149131774902,5.920000076293945,5.949999809265137,5.730000019073486,5.739999771118164,32980400,2024-08-19,5.199149131774902
2024-08-20,5.199149131774902,5.920000076293945,5.929999828338623,5.860000133514404,5.920000076293945,9080400,2024-08-20,5.199149131774902
2024-08-21,5.181584358215332,5.900000095367432,5.920000076293945,5.860000133514404,5.920000076293945,5076600,2024-08-21,5.181584358215332
2024-08-22,5.199149131774902,5.920000076293945,5.929999828338623,5.860000133514404,5.889999866485596,8636600,2024-08-22,5.199149131774902
2024-08-23,5.207931995391846,5.929999828338623,5.929999828338623,5.889999866485596,5.920000076293945,6412600,2024-08-23,5.207931995391846
2024-08-26,5.207931995391846,5.929999828338623,5.960000038146973,5.909999847412109,5.929999828338623,3535700,2024-08-26,5.207931995391846
2024-08-27,5.199149131774902,5.920000076293945,5.960000038146973,5.900000095367432,5.940000057220459,10224000,2024-08-27,5.199149131774902
2024-08-28,5.409925937652588,6.159999847412109,6.199999809265137,5.909999847412109,5.920000076293945,34838700,2024-08-28,5.409925937652588
2024-08-29,5.366014003753662,6.110000133514404,6.28000020980835,6.090000152587891,6.159999847412109,19883000,2024-08-29,5.366014003753662
2024-08-30,5.383578300476074,6.130000114440918,6.150000095367432,6.039999961853027,6.079999923706055,17341500,2024-08-30,5.383578300476074
2024-09-02,5.366014003753662,6.110000133514404,6.139999866485596,6.090000152587891,6.130000114440918,7052400,2024-09-02,5.366014003753662
2024-09-03,5.33088493347168,6.070000171661377,6.130000114440918,6.050000190734863,6.130000114440918,4861400,2024-09-03,5.33088493347168
2024-09-04,5.295755386352539,6.03000020980835,6.079999923706055,6.010000228881836,6.059999942779541,4717500,2024-09-04,5.295755386352539
2024-09-05,5.383578300476074,6.130000114440918,6.139999866485596,6.039999961853027,6.039999961853027,12383200,2024-09-05,5.383578300476074
2024-09-06,5.383578300476074,6.130000114440918,6.190000057220459,6.099999904632568,6.130000114440918,10026200,2024-09-06,5.383578300476074
2024-09-09,5.4538373947143555,6.210000038146973,6.230000019073486,6.110000133514404,6.130000114440918,10664800,2024-09-09,5.4538373947143555
2024-09-10,5.541660308837891,6.309999942779541,6.320000171661377,6.199999809265137,6.210000038146973,15406100,2024-09-10,5.541660308837891
2024-09-11,5.471401691436768,6.230000019073486,6.300000190734863,6.179999828338623,6.289999961853027,10764500,2024-09-11,5.471401691436768
2024-09-12,5.480184078216553,6.239999771118164,6.300000190734863,6.21999979019165,6.239999771118164,17428800,2024-09-12,5.480184078216553
2024-09-13,5.532878875732422,6.300000190734863,6.300000190734863,6.239999771118164,6.239999771118164,10366400,2024-09-13,5.532878875732422
2024-09-17,5.54187536239624,6.159999847412109,6.179999828338623,6.110000133514404,6.170000076293945,8617200,2024-09-17,5.54187536239624
2024-09-18,5.577861309051514,6.199999809265137,6.210000038146973,6.150000095367432,6.159999847412109,4272600,2024-09-18,5.577861309051514
2024-09-19,5.59585428237915,6.21999979019165,6.239999771118164,6.179999828338623,6.199999809265137,8720100,2024-09-19,5.59585428237915
2024-09-20,5.622844219207764,6.25,6.260000228881836,6.21999979019165,6.230000019073486,14953200,2024-09-20,5.622844219207764
2024-09-23,5.631840705871582,6.260000228881836,6.28000020980835,6.21999979019165,6.25,6249300,2024-09-23,5.631840705871582
2024-09-24,5.667827129364014,6.300000190734863,6.349999904632568,6.260000228881836,6.269999980926514,6224200,2024-09-24,5.667827129364014
2024-09-25,5.559868335723877,6.179999828338623,6.340000152587891,6.159999847412109,6.340000152587891,5063200,2024-09-25,5.559868335723877
2024-09-26,5.559868335723877,6.179999828338623,6.230000019073486,6.119999885559082,6.179999828338623,5550600,2024-09-26,5.559868335723877
2024-09-27,5.487895965576172,6.099999904632568,6.199999809265137,6.090000152587891,6.190000057220459,3868900,2024-09-27,5.487895965576172
2024-09-30,5.559868335723877,6.179999828338623,6.190000057220459,6.059999942779541,6.099999904632568,8827000,2024-09-30,5.559868335723877
