Date,Adj Close 1066.KL,Close 1066.KL,High 1066.KL,Low 1066.KL,Open 1066.KL,Volume 1066.KL,date,close
2025-08-12,5.972463130950928,6.369999885559082,6.429999828338623,6.360000133514404,6.400000095367432,3091000,2025-08-12,5.972463130950928
2025-08-13,6.066222190856934,6.46999979019165,6.480000019073486,6.369999885559082,6.369999885559082,10392600,2025-08-13,6.066222190856934
2025-08-14,6.01934289932251,6.420000076293945,6.550000190734863,6.400000095367432,6.480000019073486,5087600,2025-08-14,6.01934289932251
2025-08-15,6.0287184715271,6.429999828338623,6.46999979019165,6.400000095367432,6.449999809265137,5307200,2025-08-15,6.0287184715271
2025-08-18,6.0287184715271,6.429999828338623,6.460000038146973,6.400000095367432,6.429999828338623,9686100,2025-08-18,6.0287184715271
2025-08-19,6.066222190856934,6.46999979019165,6.489999771118164,6.429999828338623,6.440000057220459,8408700,2025-08-19,6.066222190856934
2025-08-20,6.075598239898682,6.480000019073486,6.489999771118164,6.449999809265137,6.46999979019165,6121400,2025-08-20,6.075598239898682
2025-08-21,6.094350337982178,6.5,6.519999980926514,6.480000019073486,6.489999771118164,6073600,2025-08-21,6.094350337982178
2025-08-22,6.1318535804748535,6.539999961853027,6.570000171661377,6.5,6.5,3787500,2025-08-22,6.1318535804748535
2025-08-25,6.15060567855835,6.559999942779541,6.590000152587891,6.539999961853027,6.559999942779541,6463600,2025-08-25,6.15060567855835
2025-08-26,6.066222190856934,6.46999979019165,6.570000171661377,6.46999979019165,6.559999942779541,11004600,2025-08-26,6.066222190856934
2025-08-27,6.0849738121032715,6.489999771118164,6.519999980926514,6.449999809265137,6.489999771118164,1601000,2025-08-27,6.0849738121032715
2025-08-28,6.113101959228516,6.519999980926514,6.559999942779541,6.5,6.5,7468100,2025-08-28,6.113101959228516
2025-08-29,6.1318535804748535,6.539999961853027,6.550000190734863,6.489999771118164,6.53000020980835,9549500,2025-08-29,6.1318535804748535
2025-09-02,6.188109397888184,6.599999904632568,6.639999866485596,6.550000190734863,6.550000190734863,4654500,2025-09-02,6.188109397888184
2025-09-03,6.188109397888184,6.599999904632568,6.639999866485596,6.559999942779541,6.599999904632568,5061300,2025-09-03,6.188109397888184
2025-09-04,6.094350337982178,6.5,6.599999904632568,6.46999979019165,6.599999904632568,13123200,2025-09-04,6.094350337982178
2025-09-08,6.169357776641846,6.579999923706055,6.590000152587891,6.5,6.539999961853027,3750100,2025-09-08,6.169357776641846
2025-09-09,6.234988689422607,6.650000095367432,6.650000095367432,6.579999923706055,6.590000152587891,7451600,2025-09-09,6.234988689422607
2025-09-10,6.197485446929932,6.610000133514404,6.650000095367432,6.590000152587891,6.650000095367432,7256200,2025-09-10,6.197485446929932
2025-09-11,6.188109397888184,6.599999904632568,6.630000114440918,6.590000152587891,6.610000133514404,8793400,2025-09-11,6.188109397888184
2025-09-12,6.284049034118652,6.550000190734863,6.550000190734863,6.429999828338623,6.5,7147500,2025-09-12,6.284049034118652
2025-09-17,6.284049034118652,6.550000190734863,6.590000152587891,6.5,6.539999961853027,4528800,2025-09-17,6.284049034118652
2025-09-18,6.236079216003418,6.5,6.559999942779541,6.489999771118164,6.550000190734863,4664300,2025-09-18,6.236079216003418
2025-09-19,6.245673179626465,6.510000228881836,6.550000190734863,6.46999979019165,6.53000020980835,9901600,2025-09-19,6.245673179626465
2025-09-22,6.284049034118652,6.550000190734863,6.570000171661377,6.5,6.510000228881836,4238000,2025-09-22,6.284049034118652
2025-09-23,6.303236961364746,6.570000171661377,6.579999923706055,6.550000190734863,6.550000190734863,3779900,2025-09-23,6.303236961364746
2025-09-24,6.2744550704956055,6.539999961853027,6.579999923706055,6.53000020980835,6.570000171661377,5878900,2025-09-24,6.2744550704956055
2025-09-25,6.245673179626465,6.510000228881836,6.539999961853027,6.5,6.539999961853027,3784700,2025-09-25,6.245673179626465
2025-09-26,6.303236961364746,6.570000171661377,6.570000171661377,6.5,6.510000228881836,14466800,2025-09-26,6.303236961364746
2025-09-29,6.360800743103027,6.630000114440918,6.630000114440918,6.559999942779541,6.570000171661377,5080400,2025-09-29,6.360800743103027
2025-09-30,6.332018852233887,6.599999904632568,6.639999866485596,6.599999904632568,6.630000114440918,9851700,2025-09-30,6.332018852233887
2025-10-01,6.389582633972168,6.659999847412109,6.679999828338623,6.599999904632568,6.599999904632568,5001400,2025-10-01,6.389582633972168
2025-10-02,6.523898124694824,6.800000190734863,6.820000171661377,6.650000095367432,6.659999847412109,8668200,2025-10-02,6.523898124694824
2025-10-03,6.523898124694824,6.800000190734863,6.829999923706055,6.769999980926514,6.800000190734863,3756000,2025-10-03,6.523898124694824
2025-10-06,6.552680015563965,6.829999923706055,6.849999904632568,6.78000020980835,6.800000190734863,3290400,2025-10-06,6.552680015563965
2025-10-07,6.514304161071777,6.789999961853027,6.829999923706055,6.769999980926514,6.829999923706055,11407100,2025-10-07,6.514304161071777
2025-10-08,6.5047101974487305,6.78000020980835,6.800000190734863,6.75,6.789999961853027,5077000,2025-10-08,6.5047101974487305
2025-10-09,6.495116233825684,6.769999980926514,6.800000190734863,6.760000228881836,6.78000020980835,6686500,2025-10-09,6.495116233825684
2025-10-10,6.456740379333496,6.730000019073486,6.789999961853027,6.730000019073486,6.769999980926514,7447000,2025-10-10,6.456740379333496
2025-10-13,6.437552452087402,6.710000038146973,6.71999979019165,6.630000114440918,6.650000095367432,6554300,2025-10-13,6.437552452087402
2025-10-14,6.466333866119385,6.739999771118164,6.75,6.710000038146973,6.710000038146973,6693400,2025-10-14,6.466333866119385
2025-10-15,6.466333866119385,6.739999771118164,6.78000020980835,6.710000038146973,6.739999771118164,10849000,2025-10-15,6.466333866119385
2025-10-16,6.47592830657959,6.75,6.78000020980835,6.730000019073486,6.739999771118164,3251700,2025-10-16,6.47592830657959
2025-10-17,6.456740379333496,6.730000019073486,6.789999961853027,6.71999979019165,6.75,6016000,2025-10-17,6.456740379333496
2025-10-21,6.427958011627197,6.699999809265137,6.78000020980835,6.690000057220459,6.75,4533900,2025-10-21,6.427958011627197
2025-10-22,6.399176597595215,6.670000076293945,6.78000020980835,6.659999847412109,6.75,5412600,2025-10-22,6.399176597595215
2025-10-23,6.485522270202637,6.760000228881836,6.78000020980835,6.670000076293945,6.690000057220459,5171700,2025-10-23,6.485522270202637
2025-10-24,6.466333866119385,6.739999771118164,6.789999961853027,6.739999771118164,6.78000020980835,2486300,2025-10-24,6.466333866119385
2025-10-27,6.495116233825684,6.769999980926514,6.820000171661377,6.75,6.78000020980835,10492600,2025-10-27,6.495116233825684
2025-10-28,6.5047101974487305,6.78000020980835,6.820000171661377,6.769999980926514,6.769999980926514,8474200,2025-10-28,6.5047101974487305
2025-10-29,6.514304161071777,6.789999961853027,6.820000171661377,6.769999980926514,6.789999961853027,6447900,2025-10-29,6.514304161071777
2025-10-30,6.543086051940918,6.820000171661377,6.820000171661377,6.769999980926514,6.789999961853027,13207700,2025-10-30,6.543086051940918
2025-10-31,6.495116233825684,6.769999980926514,6.820000171661377,6.769999980926514,6.820000171661377,5369700,2025-10-31,6.495116233825684
2025-11-03,6.562273979187012,6.840000152587891,6.840000152587891,6.760000228881836,6.769999980926514,7982100,2025-11-03,6.562273979187012
2025-11-04,6.639025688171387,6.920000076293945,7.019999980926514,6.840000152587891,6.840000152587891,9096400,2025-11-04,6.639025688171387
2025-11-05,6.591055870056152,6.869999885559082,6.949999809265137,6.840000152587891,6.920000076293945,3555300,2025-11-05,6.591055870056152
2025-11-06,6.543086051940918,6.820000171661377,6.900000095367432,6.820000171661377,6.900000095367432,3987700,2025-11-06,6.543086051940918
2025-11-07,6.495116233825684,6.769999980926514,6.849999904632568,6.760000228881836,6.820000171661377,6189700,2025-11-07,6.495116233825684
2025-11-10,6.591055870056152,6.869999885559082,6.880000114440918,6.78000020980835,6.78000020980835,3113200,2025-11-10,6.591055870056152
2025-11-11,6.533492088317871,6.809999942779541,6.909999847412109,6.809999942779541,6.869999885559082,2855200,2025-11-11,6.533492088317871
2025-11-12,6.610243797302246,6.889999866485596,6.96999979019165,6.820000171661377,6.820000171661377,10751200,2025-11-12,6.610243797302246
2025-11-13,6.619837760925293,6.900000095367432,6.929999828338623,6.880000114440918,6.909999847412109,5813600,2025-11-13,6.619837760925293
2025-11-14,6.600649833679199,6.880000114440918,6.900000095367432,6.849999904632568,6.889999866485596,4446600,2025-11-14,6.600649833679199
2025-11-17,6.639025688171387,6.920000076293945,6.940000057220459,6.880000114440918,6.880000114440918,5861500,2025-11-17,6.639025688171387
2025-11-18,6.610243797302246,6.889999866485596,6.949999809265137,6.869999885559082,6.920000076293945,2662900,2025-11-18,6.610243797302246
2025-11-19,6.610243797302246,6.889999866485596,6.929999828338623,6.880000114440918,6.929999828338623,3756900,2025-11-19,6.610243797302246
2025-11-20,6.62943172454834,6.909999847412109,6.949999809265137,6.889999866485596,6.889999866485596,3949300,2025-11-20,6.62943172454834
2025-11-21,6.639025688171387,6.920000076293945,6.920000076293945,6.889999866485596,6.909999847412109,5418800,2025-11-21,6.639025688171387
2025-11-24,6.686995506286621,6.96999979019165,6.96999979019165,6.889999866485596,6.900000095367432,5622400,2025-11-24,6.686995506286621
2025-11-25,6.667807579040527,6.949999809265137,6.980000019073486,6.909999847412109,6.960000038146973,2621300,2025-11-25,6.667807579040527
2025-11-26,6.706183433532715,6.989999771118164,7.0,6.949999809265137,6.96999979019165,4815100,2025-11-26,6.706183433532715
2025-11-27,6.706183433532715,6.989999771118164,7.0,6.980000019073486,7.0,3418600,2025-11-27,6.706183433532715
2025-11-28,6.667807579040527,6.949999809265137,7.0,6.929999828338623,6.989999771118164,4541500,2025-11-28,6.667807579040527
2025-12-01,6.754153251647949,7.039999961853027,7.110000133514404,6.949999809265137,6.949999809265137,9549900,2025-12-01,6.754153251647949
2025-12-02,6.955626487731934,7.25,7.25,7.059999942779541,7.059999942779541,9027500,2025-12-02,6.955626487731934
2025-12-03,6.965220928192139,7.260000228881836,7.289999961853027,7.199999809265137,7.239999771118164,3339500,2025-12-03,6.965220928192139
2025-12-04,6.984408855438232,7.28000020980835,7.340000152587891,7.260000228881836,7.260000228881836,12998400,2025-12-04,6.984408855438232
2025-12-05,7.013190269470215,7.309999942779541,7.309999942779541,7.239999771118164,7.28000020980835,5176600,2025-12-05,7.013190269470215
2025-12-08,6.955626487731934,7.25,7.309999942779541,7.21999979019165,7.309999942779541,2898700,2025-12-08,6.955626487731934
2025-12-09,7.099536418914795,7.400000095367432,7.400000095367432,7.230000019073486,7.25,6238700,2025-12-09,7.099536418914795
2025-12-10,7.051566123962402,7.349999904632568,7.360000133514404,7.320000171661377,7.360000133514404,1685900,2025-12-10,7.051566123962402
2025-12-11,7.185881614685059,7.489999771118164,7.489999771118164,7.329999923706055,7.349999904632568,6678400,2025-12-11,7.185881614685059
2025-12-12,7.195476055145264,7.5,7.519999980926514,7.409999847412109,7.489999771118164,6423600,2025-12-12,7.195476055145264
2025-12-15,7.224257946014404,7.53000020980835,7.539999961853027,7.46999979019165,7.489999771118164,5409100,2025-12-15,7.224257946014404
2025-12-16,7.339385509490967,7.650000095367432,7.690000057220459,7.519999980926514,7.53000020980835,8360800,2025-12-16,7.339385509490967
2025-12-17,7.291415214538574,7.599999904632568,7.650000095367432,7.510000228881836,7.650000095367432,4928900,2025-12-17,7.291415214538574
2025-12-18,7.233851909637451,7.539999961853027,7.579999923706055,7.519999980926514,7.550000190734863,3299700,2025-12-18,7.233851909637451
2025-12-19,7.396949291229248,7.710000038146973,7.75,7.53000020980835,7.539999961853027,7925600,2025-12-19,7.396949291229248
2025-12-22,7.416137218475342,7.730000019073486,7.75,7.639999866485596,7.710000038146973,3530300,2025-12-22,7.416137218475342
2025-12-23,7.4257307052612305,7.739999771118164,7.75,7.670000076293945,7.730000019073486,3292200,2025-12-23,7.4257307052612305
2025-12-24,7.4257307052612305,7.739999771118164,7.739999771118164,7.699999809265137,7.739999771118164,1132800,2025-12-24,7.4257307052612305
2025-12-26,7.48329496383667,7.800000190734863,7.800000190734863,7.670000076293945,7.739999771118164,2060200,2025-12-26,7.48329496383667
2025-12-29,7.4257307052612305,7.739999771118164,7.789999961853027,7.659999847412109,7.789999961853027,7571200,2025-12-29,7.4257307052612305
2025-12-30,7.5120768547058105,7.829999923706055,7.829999923706055,7.71999979019165,7.71999979019165,6025200,2025-12-30,7.5120768547058105
2025-12-31,7.396949291229248,7.710000038146973,7.829999923706055,7.679999828338623,7.829999923706055,9360100,2025-12-31,7.396949291229248
